accepts_mercadopago,attributes,base_price,id,price,seller_id,sold_quantity,status,title
true,"[{""value_id"":""52701"",""name"":""Marca"",""value_struct"":null,""value_type"":""string"",""id"":""BRAND"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Google, id=52701}]"",""value_name"":""Google"",""attribute_group_id"":""OTHERS""},{""value_id"":""2790167"",""name"":""Color"",""value_struct"":null,""value_type"":""string"",""id"":""COLOR"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Charcoal, id=2790167}]"",""value_name"":""Charcoal"",""attribute_group_id"":""OTHERS""},{""value_id"":""15040075"",""name"":""Profundidad"",""value_struct"":""{number=98, unit=mm}"",""value_type"":""number_unit"",""id"":""DEPTH"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=98, unit=mm}, name=98 mm, id=15040075}]"",""value_name"":""98 mm"",""attribute_group_id"":""OTHERS""},{""value_id"":""8125801"",""name"":""Diámetro"",""value_struct"":""{number=98, unit=mm}"",""value_type"":""number_unit"",""id"":""DIAMETER"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=98, unit=mm}, name=98 mm, id=8125801}]"",""value_name"":""98 mm"",""attribute_group_id"":""OTHERS""},{""value_id"":""7865259"",""name"":""Canal exclusivo"",""value_struct"":null,""value_type"":""list"",""id"":""EXCLUSIVE_CHANNEL"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Mercado Libre, id=7865259}]"",""value_name"":""Mercado Libre"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Funciones"",""value_struct"":null,""value_type"":""string"",""id"":""FUNCTIONS"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Reproducción de música, id=null}, {struct=null, name=Control por voz, id=null}, {struct=null, name=Control de dispositivos del hogar, id=null}, {struct=null, name=Llamadas, id=null}, {struct=null, name=Desactivar micrófono, id=null}]"",""value_name"":""Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Desactivar micrófono"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Código universal de producto"",""value_struct"":null,""value_type"":""string"",""id"":""GTIN"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=842776102140, id=null}]"",""value_name"":""842776102140"",""attribute_group_id"":""OTHERS""},{""value_id"":""6577559"",""name"":""Altura"",""value_struct"":""{number=42, unit=mm}"",""value_type"":""number_unit"",""id"":""HEIGHT"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=42, unit=mm}, name=42 mm, id=6577559}]"",""value_name"":""42 mm"",""attribute_group_id"":""OTHERS""},{""value_id"":""2230284"",""name"":""Condición del ítem"",""value_struct"":null,""value_type"":""list"",""id"":""ITEM_CONDITION"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Nuevo, id=2230284}]"",""value_name"":""Nuevo"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Idiomas"",""value_struct"":null,""value_type"":""string"",""id"":""LANGUAGES"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Inglés Australia, id=null}, {struct=null, name=Inglés Canadá, id=null}, {struct=null, name=Inglés India, id=null}, {struct=null, name=Inglés Estados Unidos, id=null}, {struct=null, name=Inglés Reino Unido, id=null}, {struct=null, name=Inglés Singapur, id=null}, {struct=null, name=Alemán, id=null}, {struct=null, name=Francés, id=313883}, {struct=null, name=Danés, id=null}, {struct=null, name=Hindi, id=null}, {struct=null, name=Italiano, id=null}, {struct=null, name=Japonés, id=null}, {struct=null, name=Coreano, id=null}, {struct=null, name=Español México, id=null}, {struct=null, name=Español España, id=null}, {struct=null, name=Neerlandés, id=null}, {struct=null, name=Noruego, id=null}, {struct=null, name=Sueco, id=null}]"",""value_name"":""Inglés Australia,Inglés Canadá,Inglés India,Inglés Estados Unidos,Inglés Reino Unido,Inglés Singapur,Alemán,Francés,Danés,Hindi,Italiano,Japonés,Coreano,Español México,Español España,Neerlandés,Noruego,Sueco"",""attribute_group_id"":""OTHERS""},{""value_id"":""8125805"",""name"":""Modelo"",""value_struct"":null,""value_type"":""string"",""id"":""MODEL"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Home Mini, id=8125805}]"",""value_name"":""Home Mini"",""attribute_group_id"":""OTHERS""},{""value_id"":""11258223"",""name"":""MPN"",""value_struct"":null,""value_type"":""string"",""id"":""MPN"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=GA00216US, id=11258223}]"",""value_name"":""GA00216US"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Sistemas operativos compatibles"",""value_struct"":null,""value_type"":""string"",""id"":""OPERATIVE_SYSTEMS_COMPATIBILITY"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Android 6.0, id=null}, {struct=null, name=iOS 12.0, id=null}]"",""value_name"":""Android 6.0,iOS 12.0"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Altura del paquete"",""value_struct"":""{number=10, unit=cm}"",""value_type"":""number_unit"",""id"":""PACKAGE_HEIGHT"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=10, unit=cm}, name=10 cm, id=null}]"",""value_name"":""10 cm"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Largo del paquete"",""value_struct"":""{number=12.4, unit=cm}"",""value_type"":""number_unit"",""id"":""PACKAGE_LENGTH"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=12.4, unit=cm}, name=12.4 cm, id=null}]"",""value_name"":""12.4 cm"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Peso del paquete"",""value_struct"":""{number=260, unit=g}"",""value_type"":""number_unit"",""id"":""PACKAGE_WEIGHT"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=260, unit=g}, name=260 g, id=null}]"",""value_name"":""260 g"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Ancho del paquete"",""value_struct"":""{number=11.8, unit=cm}"",""value_type"":""number_unit"",""id"":""PACKAGE_WIDTH"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=11.8, unit=cm}, name=11.8 cm, id=null}]"",""value_name"":""11.8 cm"",""attribute_group_id"":""OTHERS""},{""value_id"":""8068334"",""name"":""Potencia"",""value_struct"":""{number=9, unit=W}"",""value_type"":""number_unit"",""id"":""POWER"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=9, unit=W}, name=9 W, id=8068334}]"",""value_name"":""9 W"",""attribute_group_id"":""OTHERS""},{""value_id"":""8152567"",""name"":""Tipos de alimentación"",""value_struct"":null,""value_type"":""string"",""id"":""POWER_SUPPLY_TYPES"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Corriente eléctrica, id=8152567}]"",""value_name"":""Corriente eléctrica"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""SKU"",""value_struct"":null,""value_type"":""string"",""id"":""SELLER_SKU"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=842776102140 retret, id=null}]"",""value_name"":""842776102140 retret"",""attribute_group_id"":""OTHERS""},{""value_id"":""16586909"",""name"":""Frecuencias"",""value_struct"":null,""value_type"":""string"",""id"":""SMART_SPEAKER_FREQUENCIES"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=50 Hz x 60 Hz, id=16586909}]"",""value_name"":""50 Hz x 60 Hz"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Radiofrecuencias"",""value_struct"":null,""value_type"":""string"",""id"":""SMART_SPEAKER_RADIO_FREQUENCIES"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=2.4 GHz, id=null}, {struct=null, name=5 GHz, id=null}]"",""value_name"":""2.4 GHz,5 GHz"",""attribute_group_id"":""OTHERS""},{""value_id"":""8991259"",""name"":""Asistentes virtuales"",""value_struct"":null,""value_type"":""string"",""id"":""VIRTUAL_ASSISTANTS"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Google Assistant, id=8991259}]"",""value_name"":""Google Assistant"",""attribute_group_id"":""OTHERS""},{""value_id"":""198812"",""name"":""Voltaje"",""value_struct"":null,""value_type"":""string"",""id"":""VOLTAGE"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=110V/220V, id=198812}]"",""value_name"":""110V/220V"",""attribute_group_id"":""OTHERS""},{""value_id"":""8164206"",""name"":""Peso"",""value_struct"":""{number=173, unit=g}"",""value_type"":""number_unit"",""id"":""WEIGHT"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=173, unit=g}, name=173 g, id=8164206}]"",""value_name"":""173 g"",""attribute_group_id"":""OTHERS""},{""value_id"":""4408383"",""name"":""Ancho"",""value_struct"":""{number=42, unit=mm}"",""value_type"":""number_unit"",""id"":""WIDTH"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=42, unit=mm}, name=42 mm, id=4408383}]"",""value_name"":""42 mm"",""attribute_group_id"":""OTHERS""},{""value_id"":""8763084"",""name"":""Estándares inalámbricos"",""value_struct"":null,""value_type"":""string"",""id"":""WIRELESS_STANDARDS"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=IEEE 802.11b/g/n/ac, id=8763084}]"",""value_name"":""IEEE 802.11b/g/n/ac"",""attribute_group_id"":""OTHERS""},{""value_id"":""242085"",""name"":""Con Bluetooth"",""value_struct"":null,""value_type"":""boolean"",""id"":""WITH_BLUETOOTH"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Sí, id=242085}]"",""value_name"":""Sí"",""attribute_group_id"":""OTHERS""},{""value_id"":""242084"",""name"":""Con cámara"",""value_struct"":null,""value_type"":""boolean"",""id"":""WITH_CAMERA"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=No, id=242084}]"",""value_name"":""No"",""attribute_group_id"":""OTHERS""},{""value_id"":""242085"",""name"":""Con sistema de audio multi-room"",""value_struct"":null,""value_type"":""boolean"",""id"":""WITH_MULTI_ROOM_AUDIO_SYSTEM"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Sí, id=242085}]"",""value_name"":""Sí"",""attribute_group_id"":""OTHERS""},{""value_id"":""242084"",""name"":""Con pantalla táctil"",""value_struct"":null,""value_type"":""boolean"",""id"":""WITH_TOUCHSCREEN"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=No, id=242084}]"",""value_name"":""No"",""attribute_group_id"":""OTHERS""},{""value_id"":""242085"",""name"":""Con conexión Wi-Fi"",""value_struct"":null,""value_type"":""boolean"",""id"":""WITH_WI_FI_CONNECTION"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Sí, id=242085}]"",""value_name"":""Sí"",""attribute_group_id"":""OTHERS""}]",34319,MLA916002140,34319,666749750,250,active,Google Home Mini Con Asistente Virtual Google Assistant Charcoal 110v/220v
true,"[{""value_id"":null,""name"":""Frecuencia"",""value_struct"":null,""value_type"":""string"",""id"":""SMART_SPEAKER_FREQUENCY"",""attribute_group_name"":"""",""values"":""[{struct=null, name=50 Hz - 60 Hz, id=null}]"",""value_name"":""50 Hz - 60 Hz"",""attribute_group_id"":""""},{""value_id"":""52701"",""name"":""Marca"",""value_struct"":null,""value_type"":""string"",""id"":""BRAND"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Google, id=52701}]"",""value_name"":""Google"",""attribute_group_id"":""OTHERS""},{""value_id"":""2790167"",""name"":""Color"",""value_struct"":null,""value_type"":""string"",""id"":""COLOR"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Charcoal, id=2790167}]"",""value_name"":""Charcoal"",""attribute_group_id"":""OTHERS""},{""value_id"":""11085604"",""name"":""Profundidad"",""value_struct"":""{number=69.5, unit=mm}"",""value_type"":""number_unit"",""id"":""DEPTH"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=69.5, unit=mm}, name=69.5 mm, id=11085604}]"",""value_name"":""69.5 mm"",""attribute_group_id"":""OTHERS""},{""value_id"":""8128365"",""name"":""Diámetro"",""value_struct"":""{number=96.4, unit=mm}"",""value_type"":""number_unit"",""id"":""DIAMETER"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=96.4, unit=mm}, name=96.4 mm, id=8128365}]"",""value_name"":""96.4 mm"",""attribute_group_id"":""OTHERS""},{""value_id"":""2399979"",""name"":""Tamaño de la pantalla"",""value_struct"":""{number=7, unit=\""}"",""value_type"":""number_unit"",""id"":""DISPLAY_SIZE"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=7, unit=\""}, name=7 \"", id=2399979}]"",""value_name"":""7 \"""",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Funciones"",""value_struct"":null,""value_type"":""string"",""id"":""FUNCTIONS"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Reproducción de música, id=null}, {struct=null, name=Control por voz, id=null}, {struct=null, name=Control de dispositivos del hogar, id=null}, {struct=null, name=Llamadas, id=null}, {struct=null, name=Reproducción de videos, id=null}, {struct=null, name=Portarretrato digital, id=null}, {struct=null, name=Chromecast, id=null}, {struct=null, name=Desactivar micrófono, id=null}, {struct=null, name=Motion Sense, id=null}, {struct=null, name=Sensor de sueño, id=null}, {struct=null, name=Sensores ambientales, id=null}]"",""value_name"":""Reproducción de música,Control por voz,Control de dispositivos del hogar,Llamadas,Reproducción de videos,Portarretrato digital,Chromecast,Desactivar micrófono,Motion Sense,Sensor de sueño,Sensores ambientales"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Código universal de producto"",""value_struct"":null,""value_type"":""string"",""id"":""GTIN"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=193575009223, id=null}]"",""value_name"":""193575009223"",""attribute_group_id"":""OTHERS""},{""value_id"":""11085598"",""name"":""Altura"",""value_struct"":""{number=120.4, unit=mm}"",""value_type"":""number_unit"",""id"":""HEIGHT"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=120.4, unit=mm}, name=120.4 mm, id=11085598}]"",""value_name"":""120.4 mm"",""attribute_group_id"":""OTHERS""},{""value_id"":""2230284"",""name"":""Condición del ítem"",""value_struct"":null,""value_type"":""list"",""id"":""ITEM_CONDITION"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Nuevo, id=2230284}]"",""value_name"":""Nuevo"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Idiomas"",""value_struct"":null,""value_type"":""string"",""id"":""LANGUAGES"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Inglés Australia, id=null}, {struct=null, name=Inglés Canadá, id=null}, {struct=null, name=Inglés Estados Unidos, id=null}, {struct=null, name=Inglés Reino Unido, id=null}, {struct=null, name=Francés, id=313883}, {struct=null, name=Danés, id=null}, {struct=null, name=Alemán, id=null}, {struct=null, name=Italiano, id=null}, {struct=null, name=Japonés, id=null}, {struct=null, name=Neerlandés, id=null}, {struct=null, name=Noruego, id=null}, {struct=null, name=Español España, id=null}, {struct=null, name=Sueco, id=null}, {struct=null, name=Inglés Nueva Zelanda, id=null}]"",""value_name"":""Inglés Australia,Inglés Canadá,Inglés Estados Unidos,Inglés Reino Unido,Francés,Danés,Alemán,Italiano,Japonés,Neerlandés,Noruego,Español España,Sueco,Inglés Nueva Zelanda"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Línea"",""value_struct"":null,""value_type"":""string"",""id"":""LINE"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Google Home Segunda Generacion, id=null}]"",""value_name"":""Google Home Segunda Generacion"",""attribute_group_id"":""OTHERS""},{""value_id"":""11085605"",""name"":""Modelo"",""value_struct"":null,""value_type"":""string"",""id"":""MODEL"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Nest Hub 2nd Gen, id=11085605}]"",""value_name"":""Nest Hub 2nd Gen"",""attribute_group_id"":""OTHERS""},{""value_id"":""11258259"",""name"":""MPN"",""value_struct"":null,""value_type"":""string"",""id"":""MPN"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=GA00515-US, id=11258259}]"",""value_name"":""GA00515-US"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Sistemas operativos compatibles"",""value_struct"":null,""value_type"":""string"",""id"":""OPERATIVE_SYSTEMS_COMPATIBILITY"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Android 6.0, id=null}, {struct=null, name=iOS 12.0, id=null}]"",""value_name"":""Android 6.0,iOS 12.0"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Altura del paquete"",""value_struct"":""{number=15.4, unit=cm}"",""value_type"":""number_unit"",""id"":""PACKAGE_HEIGHT"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=15.4, unit=cm}, name=15.4 cm, id=null}]"",""value_name"":""15.4 cm"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Largo del paquete"",""value_struct"":""{number=19.6, unit=cm}"",""value_type"":""number_unit"",""id"":""PACKAGE_LENGTH"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=19.6, unit=cm}, name=19.6 cm, id=null}]"",""value_name"":""19.6 cm"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Peso del paquete"",""value_struct"":""{number=980, unit=g}"",""value_type"":""number_unit"",""id"":""PACKAGE_WEIGHT"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=980, unit=g}, name=980 g, id=null}]"",""value_name"":""980 g"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Ancho del paquete"",""value_struct"":""{number=8.4, unit=cm}"",""value_type"":""number_unit"",""id"":""PACKAGE_WIDTH"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=8.4, unit=cm}, name=8.4 cm, id=null}]"",""value_name"":""8.4 cm"",""attribute_group_id"":""OTHERS""},{""value_id"":""8068497"",""name"":""Potencia"",""value_struct"":""{number=15, unit=W}"",""value_type"":""number_unit"",""id"":""POWER"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=15, unit=W}, name=15 W, id=8068497}]"",""value_name"":""15 W"",""attribute_group_id"":""OTHERS""},{""value_id"":""8152567"",""name"":""Tipos de alimentación"",""value_struct"":null,""value_type"":""string"",""id"":""POWER_SUPPLY_TYPES"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Corriente eléctrica, id=8152567}]"",""value_name"":""Corriente eléctrica"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""SKU"",""value_struct"":null,""value_type"":""string"",""id"":""SELLER_SKU"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=NESTHUB-2GEN-CHARCOAL, id=null}]"",""value_name"":""NESTHUB-2GEN-CHARCOAL"",""attribute_group_id"":""OTHERS""},{""value_id"":null,""name"":""Radiofrecuencias"",""value_struct"":null,""value_type"":""string"",""id"":""SMART_SPEAKER_RADIO_FREQUENCIES"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=2.4 GHz, id=null}, {struct=null, name=5 GHz, id=null}]"",""value_name"":""2.4 GHz,5 GHz"",""attribute_group_id"":""OTHERS""},{""value_id"":""8991259"",""name"":""Asistentes virtuales"",""value_struct"":null,""value_type"":""string"",""id"":""VIRTUAL_ASSISTANTS"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Google Assistant, id=8991259}]"",""value_name"":""Google Assistant"",""attribute_group_id"":""OTHERS""},{""value_id"":""198812"",""name"":""Voltaje"",""value_struct"":null,""value_type"":""string"",""id"":""VOLTAGE"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=110V/220V, id=198812}]"",""value_name"":""110V/220V"",""attribute_group_id"":""OTHERS""},{""value_id"":""11085597"",""name"":""Peso"",""value_struct"":""{number=558, unit=g}"",""value_type"":""number_unit"",""id"":""WEIGHT"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=558, unit=g}, name=558 g, id=11085597}]"",""value_name"":""558 g"",""attribute_group_id"":""OTHERS""},{""value_id"":""11085603"",""name"":""Ancho"",""value_struct"":""{number=177.4, unit=mm}"",""value_type"":""number_unit"",""id"":""WIDTH"",""attribute_group_name"":""Otros"",""values"":""[{struct={number=177.4, unit=mm}, name=177.4 mm, id=11085603}]"",""value_name"":""177.4 mm"",""attribute_group_id"":""OTHERS""},{""value_id"":""8763084"",""name"":""Estándares inalámbricos"",""value_struct"":null,""value_type"":""string"",""id"":""WIRELESS_STANDARDS"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=IEEE 802.11b/g/n/ac, id=8763084}]"",""value_name"":""IEEE 802.11b/g/n/ac"",""attribute_group_id"":""OTHERS""},{""value_id"":""242085"",""name"":""Con Bluetooth"",""value_struct"":null,""value_type"":""boolean"",""id"":""WITH_BLUETOOTH"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Sí, id=242085}]"",""value_name"":""Sí"",""attribute_group_id"":""OTHERS""},{""value_id"":""242084"",""name"":""Con cámara"",""value_struct"":null,""value_type"":""boolean"",""id"":""WITH_CAMERA"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=No, id=242084}]"",""value_name"":""No"",""attribute_group_id"":""OTHERS""},{""value_id"":""242085"",""name"":""Con pantalla digital"",""value_struct"":null,""value_type"":""boolean"",""id"":""WITH_DIGITAL_DISPLAY"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Sí, id=242085}]"",""value_name"":""Sí"",""attribute_group_id"":""OTHERS""},{""value_id"":""242085"",""name"":""Con sistema de audio multi-room"",""value_struct"":null,""value_type"":""boolean"",""id"":""WITH_MULTI_ROOM_AUDIO_SYSTEM"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Sí, id=242085}]"",""value_name"":""Sí"",""attribute_group_id"":""OTHERS""},{""value_id"":""242085"",""name"":""Con pantalla táctil"",""value_struct"":null,""value_type"":""boolean"",""id"":""WITH_TOUCHSCREEN"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Sí, id=242085}]"",""value_name"":""Sí"",""attribute_group_id"":""OTHERS""},{""value_id"":""242085"",""name"":""Con conexión Wi-Fi"",""value_struct"":null,""value_type"":""boolean"",""id"":""WITH_WI_FI_CONNECTION"",""attribute_group_name"":""Otros"",""values"":""[{struct=null, name=Sí, id=242085}]"",""value_name"":""Sí"",""attribute_group_id"":""OTHERS""}]",81990,MLA933828528,81990,245645298,50,active,"Google Nest Hub 2nd Gen Con Asistente Virtual Google Assistant, Pantalla Integrada De 7  Charcoal 110v/220v"
